Class Name,Class Status,Class Characteristic,Attribute/Relationship Name,Attribute/Relationship Status,Attribute/Relationship Characteristic,Old Value,New Value
AdministrableProduct,Added,Attributes/Relationships,label,Added,Cardinality,,0..1
AdministrableProduct,Added,Attributes/Relationships,label,Added,Data Type,,String
AdministrableProduct,Added,Attributes/Relationships,description,Added,Model Representation,,Attribute
AdministrableProduct,Added,Attributes/Relationships,description,Added,Cardinality,,0..1
AdministrableProduct,Added,Attributes/Relationships,description,Added,Data Type,,String
AdministrableProduct,Added,Attributes/Relationships,productDesignation,Added,Model Representation,,Attribute
AdministrableProduct,Added,Attributes/Relationships,productDesignation,Added,Cardinality,,1
AdministrableProduct,Added,Attributes/Relationships,productDesignation,Added,Data Type,,Code
AdministrableProduct,Added,Attributes/Relationships,Attributes/Relationships,Added,Model Representation,,Relationship
AdministrableProduct,Added,Attributes/Relationships,Attributes/Relationships,Added,Cardinality,,0..*
AdministrableProduct,Added,Attributes/Relationships,Attributes/Relationships,Added,Data Type,,AdministrableProductProperty
AdministrableProduct,Added,Attributes/Relationships,identifiers,Added,Model Representation,,Relationship
AdministrableProduct,Added,Attributes/Relationships,identifiers,Added,Cardinality,,0..*
AdministrableProduct,Added,Attributes/Relationships,identifiers,Added,Data Type,,AdministrableProductIdentifier
AdministrableProduct,Added,Attributes/Relationships,sourcing,Added,Model Representation,,Attribute
AdministrableProduct,Added,Attributes/Relationships,sourcing,Added,Cardinality,,0..1
AdministrableProduct,Added,Attributes/Relationships,sourcing,Added,Data Type,,Code
AdministrableProduct,Added,Abstract,,,,,False
Substance,Added,Attributes/Relationships,referenceSubstance,Added,Model Representation,,Relationship
Substance,Added,Attributes/Relationships,referenceSubstance,Added,Cardinality,,0..1
Substance,Added,Attributes/Relationships,referenceSubstance,Added,Data Type,,Substance
Substance,Added,Attributes/Relationships,strengths,Added,Model Representation,,Relationship
Substance,Added,Attributes/Relationships,strengths,Added,Cardinality,,1..*
Substance,Added,Attributes/Relationships,strengths,Added,Data Type,,Strength
Substance,Added,Attributes/Relationships,codes,Added,Model Representation,,Attribute
Substance,Added,Attributes/Relationships,codes,Added,Cardinality,,0..*
Substance,Added,Attributes/Relationships,codes,Added,Data Type,,Code
Substance,Added,Attributes/Relationships,label,Added,Model Representation,,Attribute
Substance,Added,Attributes/Relationships,label,Added,Cardinality,,0..1
Substance,Added,Attributes/Relationships,label,Added,Data Type,,String
Substance,Added,Attributes/Relationships,id,Added,Model Representation,,Attribute
Substance,Added,Attributes/Relationships,id,Added,Cardinality,,1
Substance,Added,Attributes/Relationships,id,Added,Data Type,,String
Substance,Added,Attributes/Relationships,name,Added,Model Representation,,Attribute
Substance,Added,Attributes/Relationships,name,Added,Cardinality,,1
Substance,Added,Attributes/Relationships,name,Added,Data Type,,String
Substance,Added,Attributes/Relationships,description,Added,Model Representation,,Attribute
Substance,Added,Attributes/Relationships,description,Added,Cardinality,,0..1
Substance,Added,Attributes/Relationships,description,Added,Data Type,,String
Substance,Added,Abstract,,,,,False
StudyChange,Added,Attributes/Relationships,rationale,Added,Model Representation,,Attribute
StudyChange,Added,Attributes/Relationships,rationale,Added,Cardinality,,1
StudyChange,Added,Attributes/Relationships,rationale,Added,Data Type,,String
StudyChange,Added,Attributes/Relationships,label,Added,Model Representation,,Attribute
StudyChange,Added,Attributes/Relationships,label,Added,Cardinality,,0..1
StudyChange,Added,Attributes/Relationships,label,Added,Data Type,,String
StudyChange,Added,Attributes/Relationships,changedSections,Added,Model Representation,,Relationship
StudyChange,Added,Attributes/Relationships,changedSections,Added,Cardinality,,1..*
StudyChange,Added,Attributes/Relationships,changedSections,Added,Data Type,,DocumentContentReference
StudyChange,Added,Attributes/Relationships,id,Added,Model Representation,,Attribute
StudyChange,Added,Attributes/Relationships,id,Added,Cardinality,,1
StudyChange,Added,Attributes/Relationships,id,Added,Data Type,,String
StudyChange,Added,Attributes/Relationships,name,Added,Model Representation,,Attribute
StudyChange,Added,Attributes/Relationships,name,Added,Cardinality,,1
StudyChange,Added,Attributes/Relationships,name,Added,Data Type,,String
StudyChange,Added,Attributes/Relationships,summary,Added,Model Representation,,Attribute
StudyChange,Added,Attributes/Relationships,summary,Added,Cardinality,,1
StudyChange,Added,Attributes/Relationships,summary,Added,Data Type,,String
StudyChange,Added,Attributes/Relationships,description,Added,Model Representation,,Attribute
StudyChange,Added,Attributes/Relationships,description,Added,Cardinality,,0..1
StudyChange,Added,Attributes/Relationships,description,Added,Data Type,,String
StudyChange,Added,Abstract,,,,,False
AgentAdministration,Deleted,Attributes/Relationships,dose,Deleted,Model Representation,Relationship,
AgentAdministration,Deleted,Attributes/Relationships,dose,Deleted,Cardinality,1,
AgentAdministration,Deleted,Attributes/Relationships,dose,Deleted,Data Type,Quantity,
AgentAdministration,Deleted,Attributes/Relationships,id,Deleted,Model Representation,Attribute,
AgentAdministration,Deleted,Attributes/Relationships,id,Deleted,Cardinality,1,
AgentAdministration,Deleted,Attributes/Relationships,id,Deleted,Data Type,String,
AgentAdministration,Deleted,Attributes/Relationships,name,Deleted,Model Representation,Attribute,
AgentAdministration,Deleted,Attributes/Relationships,name,Deleted,Cardinality,1,
AgentAdministration,Deleted,Attributes/Relationships,name,Deleted,Data Type,String,
AgentAdministration,Deleted,Attributes/Relationships,label,Deleted,Model Representation,Attribute,
AgentAdministration,Deleted,Attributes/Relationships,label,Deleted,Cardinality,0..1,
AgentAdministration,Deleted,Attributes/Relationships,label,Deleted,Data Type,String,
AgentAdministration,Deleted,Attributes/Relationships,description,Deleted,Model Representation,Attribute,
AgentAdministration,Deleted,Attributes/Relationships,description,Deleted,Cardinality,0..1,
AgentAdministration,Deleted,Attributes/Relationships,description,Deleted,Data Type,String,
AgentAdministration,Deleted,Attributes/Relationships,frequency,Deleted,Model Representation,Relationship,
AgentAdministration,Deleted,Attributes/Relationships,frequency,Deleted,Cardinality,1,
AgentAdministration,Deleted,Attributes/Relationships,frequency,Deleted,Data Type,AliasCode,
AgentAdministration,Deleted,Attributes/Relationships,route,Deleted,Model Representation,Relationship,
AgentAdministration,Deleted,Attributes/Relationships,route,Deleted,Cardinality,1,
AgentAdministration,Deleted,Attributes/Relationships,route,Deleted,Data Type,AliasCode,
AgentAdministration,Deleted,Attributes/Relationships,duration,Deleted,Model Representation,Relationship,
AgentAdministration,Deleted,Attributes/Relationships,duration,Deleted,Cardinality,1,
AgentAdministration,Deleted,Attributes/Relationships,duration,Deleted,Data Type,AdministrationDuration,
AgentAdministration,Deleted,Abstract,,,,False,
AdministrationDuration,Deleted,Attributes/Relationships,durationWillVary,Deleted,Model Representation,Attribute,
AdministrationDuration,Deleted,Attributes/Relationships,durationWillVary,Deleted,Cardinality,1,
AdministrationDuration,Deleted,Attributes/Relationships,durationWillVary,Deleted,Data Type,Boolean,
AdministrationDuration,Deleted,Attributes/Relationships,reasonDurationWillVary,Deleted,Model Representation,Attribute,
AdministrationDuration,Deleted,Attributes/Relationships,reasonDurationWillVary,Deleted,Cardinality,1,
AdministrationDuration,Deleted,Attributes/Relationships,reasonDurationWillVary,Deleted,Data Type,String,
AdministrationDuration,Deleted,Attributes/Relationships,id,Deleted,Model Representation,Attribute,
AdministrationDuration,Deleted,Attributes/Relationships,id,Deleted,Cardinality,1,
AdministrationDuration,Deleted,Attributes/Relationships,id,Deleted,Data Type,String,
AdministrationDuration,Deleted,Attributes/Relationships,quantity,Deleted,Model Representation,Relationship,
AdministrationDuration,Deleted,Attributes/Relationships,quantity,Deleted,Cardinality,0..1,
AdministrationDuration,Deleted,Attributes/Relationships,quantity,Deleted,Data Type,Quantity,
AdministrationDuration,Deleted,Attributes/Relationships,description,Deleted,Model Representation,Attribute,
AdministrationDuration,Deleted,Attributes/Relationships,description,Deleted,Cardinality,0..1,
AdministrationDuration,Deleted,Attributes/Relationships,description,Deleted,Data Type,String,
AdministrationDuration,Deleted,Abstract,,,,False,
ResearchOrganization,Deleted,Super Classes,,,,Organization,
ResearchOrganization,Deleted,Attributes/Relationships,manages,Deleted,Model Representation,Relationship,
ResearchOrganization,Deleted,Attributes/Relationships,manages,Deleted,Cardinality,1..*,
ResearchOrganization,Deleted,Attributes/Relationships,manages,Deleted,Data Type,StudySite,
ResearchOrganization,Deleted,Attributes/Relationships,identifier,Deleted,Inherited From,Organization,
ResearchOrganization,Deleted,Attributes/Relationships,identifier,Deleted,Model Representation,Attribute,
ResearchOrganization,Deleted,Attributes/Relationships,identifier,Deleted,Cardinality,1,
ResearchOrganization,Deleted,Attributes/Relationships,identifier,Deleted,Data Type,String,
ResearchOrganization,Deleted,Attributes/Relationships,organizationType,Deleted,Inherited From,Organization,
ResearchOrganization,Deleted,Attributes/Relationships,organizationType,Deleted,Model Representation,Relationship,
ResearchOrganization,Deleted,Attributes/Relationships,organizationType,Deleted,Cardinality,1,
ResearchOrganization,Deleted,Attributes/Relationships,organizationType,Deleted,Data Type,Code,
ResearchOrganization,Deleted,Attributes/Relationships,id,Deleted,Inherited From,Organization,
ResearchOrganization,Deleted,Attributes/Relationships,id,Deleted,Model Representation,Attribute,
ResearchOrganization,Deleted,Attributes/Relationships,id,Deleted,Cardinality,1,
ResearchOrganization,Deleted,Attributes/Relationships,id,Deleted,Data Type,String,
ResearchOrganization,Deleted,Attributes/Relationships,legalAddress,Deleted,Inherited From,Organization,
ResearchOrganization,Deleted,Attributes/Relationships,legalAddress,Deleted,Model Representation,Relationship,
ResearchOrganization,Deleted,Attributes/Relationships,legalAddress,Deleted,Cardinality,0..1,
ResearchOrganization,Deleted,Attributes/Relationships,legalAddress,Deleted,Data Type,Address,
ResearchOrganization,Deleted,Attributes/Relationships,name,Deleted,Inherited From,Organization,
ResearchOrganization,Deleted,Attributes/Relationships,name,Deleted,Model Representation,Attribute,
ResearchOrganization,Deleted,Attributes/Relationships,name,Deleted,Cardinality,1,
ResearchOrganization,Deleted,Attributes/Relationships,name,Deleted,Data Type,String,
ResearchOrganization,Deleted,Attributes/Relationships,label,Deleted,Inherited From,Organization,
ResearchOrganization,Deleted,Attributes/Relationships,label,Deleted,Model Representation,Attribute,
ResearchOrganization,Deleted,Attributes/Relationships,label,Deleted,Cardinality,0..1,
ResearchOrganization,Deleted,Attributes/Relationships,label,Deleted,Data Type,String,
ResearchOrganization,Deleted,Attributes/Relationships,identifierScheme,Deleted,Inherited From,Organization,
ResearchOrganization,Deleted,Attributes/Relationships,identifierScheme,Deleted,Model Representation,Attribute,
ResearchOrganization,Deleted,Attributes/Relationships,identifierScheme,Deleted,Cardinality,1,
ResearchOrganization,Deleted,Attributes/Relationships,identifierScheme,Deleted,Data Type,String,
ResearchOrganization,Deleted,Abstract,,,,False,
StudyProtocolDocumentVersion,Deleted,Attributes/Relationships,dateValues,Deleted,Model Representation,Relationship,
StudyProtocolDocumentVersion,Deleted,Attributes/Relationships,dateValues,Deleted,Cardinality,0..*,
StudyProtocolDocumentVersion,Deleted,Attributes/Relationships,dateValues,Deleted,Data Type,GovernanceDate,
StudyProtocolDocumentVersion,Deleted,Attributes/Relationships,protocolStatus,Deleted,Model Representation,Relationship,
StudyProtocolDocumentVersion,Deleted,Attributes/Relationships,protocolStatus,Deleted,Cardinality,1,
StudyProtocolDocumentVersion,Deleted,Attributes/Relationships,protocolStatus,Deleted,Data Type,Code,
StudyProtocolDocumentVersion,Deleted,Attributes/Relationships,protocolVersion,Deleted,Model Representation,Attribute,
StudyProtocolDocumentVersion,Deleted,Attributes/Relationships,protocolVersion,Deleted,Cardinality,1,
StudyProtocolDocumentVersion,Deleted,Attributes/Relationships,protocolVersion,Deleted,Data Type,String,
StudyProtocolDocumentVersion,Deleted,Attributes/Relationships,children,Deleted,Model Representation,Relationship,
StudyProtocolDocumentVersion,Deleted,Attributes/Relationships,children,Deleted,Cardinality,0..*,
StudyProtocolDocumentVersion,Deleted,Attributes/Relationships,children,Deleted,Data Type,StudyProtocolDocumentVersion,
StudyProtocolDocumentVersion,Deleted,Attributes/Relationships,id,Deleted,Model Representation,Attribute,
StudyProtocolDocumentVersion,Deleted,Attributes/Relationships,id,Deleted,Cardinality,1,
StudyProtocolDocumentVersion,Deleted,Attributes/Relationships,id,Deleted,Data Type,String,
StudyProtocolDocumentVersion,Deleted,Attributes/Relationships,contents,Deleted,Model Representation,Relationship,
StudyProtocolDocumentVersion,Deleted,Attributes/Relationships,contents,Deleted,Cardinality,0..*,
StudyProtocolDocumentVersion,Deleted,Attributes/Relationships,contents,Deleted,Data Type,NarrativeContent,
StudyProtocolDocumentVersion,Deleted,Abstract,,,,False,
StudyProtocolDocument,Deleted,Attributes/Relationships,versions,Deleted,Model Representation,Relationship,
StudyProtocolDocument,Deleted,Attributes/Relationships,versions,Deleted,Cardinality,0..*,
StudyProtocolDocument,Deleted,Attributes/Relationships,versions,Deleted,Data Type,StudyProtocolDocumentVersion,
StudyProtocolDocument,Deleted,Attributes/Relationships,label,Deleted,Model Representation,Attribute,
StudyProtocolDocument,Deleted,Attributes/Relationships,label,Deleted,Cardinality,0..1,
StudyProtocolDocument,Deleted,Attributes/Relationships,label,Deleted,Data Type,String,
StudyProtocolDocument,Deleted,Attributes/Relationships,id,Deleted,Model Representation,Attribute,
StudyProtocolDocument,Deleted,Attributes/Relationships,id,Deleted,Cardinality,1,
StudyProtocolDocument,Deleted,Attributes/Relationships,id,Deleted,Data Type,String,
StudyProtocolDocument,Deleted,Attributes/Relationships,name,Deleted,Model Representation,Attribute,
StudyProtocolDocument,Deleted,Attributes/Relationships,name,Deleted,Cardinality,1,
StudyProtocolDocument,Deleted,Attributes/Relationships,name,Deleted,Data Type,String,
StudyProtocolDocument,Deleted,Attributes/Relationships,description,Deleted,Model Representation,Attribute,
StudyProtocolDocument,Deleted,Attributes/Relationships,description,Deleted,Cardinality,0..1,
StudyProtocolDocument,Deleted,Attributes/Relationships,description,Deleted,Data Type,String,
StudyProtocolDocument,Deleted,Abstract,,,,False,
StudyArm,Modified,Attributes/Relationships,notes,Added,Model Representation,,Attribute
StudyArm,Modified,Attributes/Relationships,notes,Added,Cardinality,,0..*
StudyArm,Modified,Attributes/Relationships,notes,Added,Data Type,,CommentAnnotation
StudyArm,Modified,Attributes/Relationships,type,Modified,Model Representation,Relationship,Attribute
StudyArm,Modified,Attributes/Relationships,dataOriginType,Modified,Model Representation,Relationship,Attribute
BiomedicalConceptCategory,Modified,Attributes/Relationships,notes,Added,Model Representation,,Attribute
BiomedicalConceptCategory,Modified,Attributes/Relationships,notes,Added,Cardinality,,0..*
BiomedicalConceptCategory,Modified,Attributes/Relationships,notes,Added,Data Type,,CommentAnnotation
BiomedicalConceptCategory,Modified,Attributes/Relationships,code,Modified,Model Representation,Relationship,Attribute
Quantity,Modified,Super Classes,,,,,QuantityRange
Quantity,Modified,Attributes/Relationships,id,Modified,Inherited From,,QuantityRange
Quantity,Modified,Attributes/Relationships,unit,Modified,Model Representation,Relationship,Attribute
AnalysisPopulation,Modified,Attributes/Relationships,subsetOf,Added,Model Representation,,Relationship
AnalysisPopulation,Modified,Attributes/Relationships,subsetOf,Added,Cardinality,,0..*
AnalysisPopulation,Modified,Attributes/Relationships,subsetOf,Added,Data Type,,PopulationDefinition
AnalysisPopulation,Modified,Attributes/Relationships,notes,Added,Model Representation,,Attribute
AnalysisPopulation,Modified,Attributes/Relationships,notes,Added,Cardinality,,0..*
AnalysisPopulation,Modified,Attributes/Relationships,notes,Added,Data Type,,CommentAnnotation
GeographicScope,Modified,Attributes/Relationships,type,Modified,Model Representation,Relationship,Attribute
GeographicScope,Modified,Attributes/Relationships,code,Modified,Model Representation,Relationship,Attribute
GeographicScope,Modified,Sub Classes,,,,SubjectEnrollment,
StudySite,Modified,Attributes/Relationships,country,Added,Model Representation,,Attribute
StudySite,Modified,Attributes/Relationships,country,Added,Cardinality,,1
StudySite,Modified,Attributes/Relationships,country,Added,Data Type,,Code
StudySite,Modified,Attributes/Relationships,currentEnrollment,Deleted,Model Representation,Relationship,
StudySite,Modified,Attributes/Relationships,currentEnrollment,Deleted,Cardinality,0..1,
StudySite,Modified,Attributes/Relationships,currentEnrollment,Deleted,Data Type,SubjectEnrollment,
Characteristic,Modified,Attributes/Relationships,notes,Added,Inherited From,,SyntaxTemplate
Characteristic,Modified,Attributes/Relationships,notes,Added,Model Representation,,Attribute
Characteristic,Modified,Attributes/Relationships,notes,Added,Cardinality,,0..*
Characteristic,Modified,Attributes/Relationships,notes,Added,Data Type,,CommentAnnotation
StudyDesign,Modified,Attributes/Relationships,documentVersions,Added,Model Representation,,Relationship
StudyDesign,Modified,Attributes/Relationships,documentVersions,Added,Cardinality,,0..*
StudyDesign,Modified,Attributes/Relationships,documentVersions,Added,Data Type,,StudyDefinitionDocumentVersion
StudyDesign,Modified,Attributes/Relationships,studyType,Added,Model Representation,,Attribute
StudyDesign,Modified,Attributes/Relationships,studyType,Added,Cardinality,,0..1
StudyDesign,Modified,Attributes/Relationships,studyType,Added,Data Type,,Code
StudyDesign,Modified,Attributes/Relationships,notes,Added,Model Representation,,Attribute
StudyDesign,Modified,Attributes/Relationships,notes,Added,Cardinality,,0..*
StudyDesign,Modified,Attributes/Relationships,notes,Added,Data Type,,CommentAnnotation
StudyDesign,Modified,Attributes/Relationships,eligibilityCriteria,Added,Model Representation,,Relationship
StudyDesign,Modified,Attributes/Relationships,eligibilityCriteria,Added,Cardinality,,1..*
StudyDesign,Modified,Attributes/Relationships,eligibilityCriteria,Added,Data Type,,EligibilityCriterion
StudyDesign,Modified,Attributes/Relationships,biospecimenRetentions,Added,Model Representation,,Relationship
StudyDesign,Modified,Attributes/Relationships,biospecimenRetentions,Added,Cardinality,,0..*
StudyDesign,Modified,Attributes/Relationships,biospecimenRetentions,Added,Data Type,,BiospecimenRetention
StudyDesign,Modified,Attributes/Relationships,studyPhase,Added,Model Representation,,Attribute
StudyDesign,Modified,Attributes/Relationships,studyPhase,Added,Cardinality,,0..1
StudyDesign,Modified,Attributes/Relationships,studyPhase,Added,Data Type,,AliasCode
StudyDesign,Modified,Attributes/Relationships,documentVersion,Deleted,Model Representation,Relationship,
StudyDesign,Modified,Attributes/Relationships,documentVersion,Deleted,Cardinality,0..1,
StudyDesign,Modified,Attributes/Relationships,documentVersion,Deleted,Data Type,StudyProtocolDocumentVersion,
StudyDesign,Modified,Attributes/Relationships,blindingSchema,Deleted,Model Representation,Relationship,
StudyDesign,Modified,Attributes/Relationships,blindingSchema,Deleted,Cardinality,0..1,
StudyDesign,Modified,Attributes/Relationships,blindingSchema,Deleted,Data Type,Code,
StudyDesign,Modified,Attributes/Relationships,trialTypes,Deleted,Model Representation,Relationship,
StudyDesign,Modified,Attributes/Relationships,trialTypes,Deleted,Cardinality,0..*,
StudyDesign,Modified,Attributes/Relationships,trialTypes,Deleted,Data Type,Code,
StudyDesign,Modified,Attributes/Relationships,maskingRoles,Deleted,Model Representation,Relationship,
StudyDesign,Modified,Attributes/Relationships,maskingRoles,Deleted,Cardinality,0..*,
StudyDesign,Modified,Attributes/Relationships,maskingRoles,Deleted,Data Type,Masking,
StudyDesign,Modified,Attributes/Relationships,organizations,Deleted,Model Representation,Relationship,
StudyDesign,Modified,Attributes/Relationships,organizations,Deleted,Cardinality,0..*,
StudyDesign,Modified,Attributes/Relationships,organizations,Deleted,Data Type,ResearchOrganization,
StudyDesign,Modified,Attributes/Relationships,trialIntentTypes,Deleted,Model Representation,Relationship,
StudyDesign,Modified,Attributes/Relationships,trialIntentTypes,Deleted,Cardinality,0..*,
StudyDesign,Modified,Attributes/Relationships,trialIntentTypes,Deleted,Data Type,Code,
StudyDesign,Modified,Attributes/Relationships,interventionModel,Deleted,Model Representation,Relationship,
StudyDesign,Modified,Attributes/Relationships,interventionModel,Deleted,Cardinality,1,
StudyDesign,Modified,Attributes/Relationships,interventionModel,Deleted,Data Type,Code,
StudyDesign,Modified,Attributes/Relationships,therapeuticAreas,Modified,Model Representation,Relationship,Attribute
StudyDesign,Modified,Attributes/Relationships,characteristics,Modified,Model Representation,Relationship,Attribute
StudyDesign,Modified,Attributes/Relationships,population,Modified,Cardinality,0..1,1
StudyDesign,Modified,Abstract,,,,False,True
StudyDesign,Modified,Sub Classes,,,,,"InterventionalStudyDesign, ObservationalStudyDesign"
SubjectEnrollment,Modified,Super Classes,,,,GeographicScope,
SubjectEnrollment,Modified,Attributes/Relationships,name,Added,Model Representation,,Attribute
SubjectEnrollment,Modified,Attributes/Relationships,name,Added,Cardinality,,1
SubjectEnrollment,Modified,Attributes/Relationships,name,Added,Data Type,,String
SubjectEnrollment,Modified,Attributes/Relationships,label,Added,Model Representation,,Attribute
SubjectEnrollment,Modified,Attributes/Relationships,label,Added,Cardinality,,0..1
SubjectEnrollment,Modified,Attributes/Relationships,label,Added,Data Type,,String
SubjectEnrollment,Modified,Attributes/Relationships,description,Added,Model Representation,,Attribute
SubjectEnrollment,Modified,Attributes/Relationships,description,Added,Cardinality,,0..1
SubjectEnrollment,Modified,Attributes/Relationships,description,Added,Data Type,,String
SubjectEnrollment,Modified,Attributes/Relationships,forStudySite,Added,Model Representation,,Relationship
SubjectEnrollment,Modified,Attributes/Relationships,forStudySite,Added,Cardinality,,0..1
SubjectEnrollment,Modified,Attributes/Relationships,forStudySite,Added,Data Type,,StudySite
SubjectEnrollment,Modified,Attributes/Relationships,forGeographicScope,Added,Model Representation,,Relationship
SubjectEnrollment,Modified,Attributes/Relationships,forGeographicScope,Added,Cardinality,,0..1
SubjectEnrollment,Modified,Attributes/Relationships,forGeographicScope,Added,Data Type,,GeographicScope
SubjectEnrollment,Modified,Attributes/Relationships,forStudyCohort,Added,Model Representation,,Relationship
SubjectEnrollment,Modified,Attributes/Relationships,forStudyCohort,Added,Cardinality,,0..1
SubjectEnrollment,Modified,Attributes/Relationships,forStudyCohort,Added,Data Type,,StudyCohort
SubjectEnrollment,Modified,Attributes/Relationships,type,Deleted,Inherited From,GeographicScope,
SubjectEnrollment,Modified,Attributes/Relationships,type,Deleted,Model Representation,Relationship,
SubjectEnrollment,Modified,Attributes/Relationships,type,Deleted,Cardinality,1,
SubjectEnrollment,Modified,Attributes/Relationships,type,Deleted,Data Type,Code,
SubjectEnrollment,Modified,Attributes/Relationships,code,Deleted,Inherited From,GeographicScope,
SubjectEnrollment,Modified,Attributes/Relationships,code,Deleted,Model Representation,Relationship,
SubjectEnrollment,Modified,Attributes/Relationships,code,Deleted,Cardinality,0..1,
SubjectEnrollment,Modified,Attributes/Relationships,code,Deleted,Data Type,AliasCode,
SubjectEnrollment,Modified,Attributes/Relationships,id,Modified,Inherited From,GeographicScope,
SubjectEnrollment,Modified,Attributes/Relationships,quantity,Modified,Model Representation,Relationship,Attribute
Objective,Modified,Attributes/Relationships,notes,Added,Inherited From,,SyntaxTemplate
Objective,Modified,Attributes/Relationships,notes,Added,Model Representation,,Attribute
Objective,Modified,Attributes/Relationships,notes,Added,Cardinality,,0..*
Objective,Modified,Attributes/Relationships,notes,Added,Data Type,,CommentAnnotation
Objective,Modified,Attributes/Relationships,level,Modified,Model Representation,Relationship,Attribute
Indication,Modified,Attributes/Relationships,notes,Added,Model Representation,,Attribute
Indication,Modified,Attributes/Relationships,notes,Added,Cardinality,,0..*
Indication,Modified,Attributes/Relationships,notes,Added,Data Type,,CommentAnnotation
Indication,Modified,Attributes/Relationships,codes,Modified,Model Representation,Relationship,Attribute
EligibilityCriterion,Modified,Super Classes,,,,SyntaxTemplate,
EligibilityCriterion,Modified,Attributes/Relationships,notes,Added,Model Representation,,Attribute
EligibilityCriterion,Modified,Attributes/Relationships,notes,Added,Cardinality,,0..*
EligibilityCriterion,Modified,Attributes/Relationships,notes,Added,Data Type,,CommentAnnotation
EligibilityCriterion,Modified,Attributes/Relationships,criterionItem,Added,Model Representation,,Relationship
EligibilityCriterion,Modified,Attributes/Relationships,criterionItem,Added,Cardinality,,1
EligibilityCriterion,Modified,Attributes/Relationships,criterionItem,Added,Data Type,,EligibilityCriterionItem
EligibilityCriterion,Modified,Attributes/Relationships,context,Deleted,Model Representation,Relationship,
EligibilityCriterion,Modified,Attributes/Relationships,context,Deleted,Cardinality,0..1,
EligibilityCriterion,Modified,Attributes/Relationships,context,Deleted,Data Type,"StudyDesign, StudyVersion",
EligibilityCriterion,Modified,Attributes/Relationships,dictionary,Deleted,Inherited From,SyntaxTemplate,
EligibilityCriterion,Modified,Attributes/Relationships,dictionary,Deleted,Model Representation,Relationship,
EligibilityCriterion,Modified,Attributes/Relationships,dictionary,Deleted,Cardinality,0..1,
EligibilityCriterion,Modified,Attributes/Relationships,dictionary,Deleted,Data Type,SyntaxTemplateDictionary,
EligibilityCriterion,Modified,Attributes/Relationships,text,Deleted,Inherited From,SyntaxTemplate,
EligibilityCriterion,Modified,Attributes/Relationships,text,Deleted,Model Representation,Attribute,
EligibilityCriterion,Modified,Attributes/Relationships,text,Deleted,Cardinality,1,
EligibilityCriterion,Modified,Attributes/Relationships,text,Deleted,Data Type,String,
EligibilityCriterion,Modified,Attributes/Relationships,id,Modified,Inherited From,SyntaxTemplate,
EligibilityCriterion,Modified,Attributes/Relationships,name,Modified,Inherited From,SyntaxTemplate,
EligibilityCriterion,Modified,Attributes/Relationships,label,Modified,Inherited From,SyntaxTemplate,
EligibilityCriterion,Modified,Attributes/Relationships,description,Modified,Inherited From,SyntaxTemplate,
EligibilityCriterion,Modified,Attributes/Relationships,category,Modified,Model Representation,Relationship,Attribute
Range,Modified,Super Classes,,,,,QuantityRange
Range,Modified,Attributes/Relationships,unit,Deleted,Model Representation,Relationship,
Range,Modified,Attributes/Relationships,unit,Deleted,Cardinality,0..1,
Range,Modified,Attributes/Relationships,unit,Deleted,Data Type,Code,
Range,Modified,Attributes/Relationships,id,Modified,Inherited From,,QuantityRange
Range,Modified,Attributes/Relationships,minValue,Modified,Data Type,Float,Quantity
Range,Modified,Attributes/Relationships,maxValue,Modified,Data Type,Float,Quantity
StudyDesignPopulation,Modified,Attributes/Relationships,notes,Added,Inherited From,,PopulationDefinition
StudyDesignPopulation,Modified,Attributes/Relationships,notes,Added,Model Representation,,Attribute
StudyDesignPopulation,Modified,Attributes/Relationships,notes,Added,Cardinality,,0..*
StudyDesignPopulation,Modified,Attributes/Relationships,notes,Added,Data Type,,CommentAnnotation
StudyDesignPopulation,Modified,Attributes/Relationships,plannedEnrollmentNumber,Modified,Model Representation,Relationship,Attribute
StudyDesignPopulation,Modified,Attributes/Relationships,plannedEnrollmentNumber,Modified,Data Type,Range,QuantityRange
StudyDesignPopulation,Modified,Attributes/Relationships,plannedSex,Modified,Model Representation,Relationship,Attribute
StudyDesignPopulation,Modified,Attributes/Relationships,plannedSex,Modified,Cardinality,0..1,0..2
StudyDesignPopulation,Modified,Attributes/Relationships,criteria,Modified,Cardinality,1..*,0..*
StudyDesignPopulation,Modified,Attributes/Relationships,plannedAge,Modified,Model Representation,Relationship,Attribute
StudyDesignPopulation,Modified,Attributes/Relationships,plannedCompletionNumber,Modified,Model Representation,Relationship,Attribute
StudyDesignPopulation,Modified,Attributes/Relationships,plannedCompletionNumber,Modified,Data Type,Range,QuantityRange
ScheduledActivityInstance,Modified,Attributes/Relationships,timelineExit,Modified,Inherited From,ScheduledInstance,
ScheduledActivityInstance,Modified,Attributes/Relationships,timeline,Modified,Inherited From,ScheduledInstance,
StudyCell,Modified,Attributes/Relationships,elements,Modified,Cardinality,0..*,1..*
StudyAmendmentReason,Modified,Attributes/Relationships,code,Modified,Model Representation,Relationship,Attribute
Address,Modified,Attributes/Relationships,lines,Added,Model Representation,,Attribute
Address,Modified,Attributes/Relationships,lines,Added,Cardinality,,0..*
Address,Modified,Attributes/Relationships,lines,Added,Data Type,,String
Address,Modified,Attributes/Relationships,line,Deleted,Model Representation,Attribute,
