Class Name,Class Status,Class Characteristic,Attribute/Relationship Name,Attribute/Relationship Status,Attribute/Relationship Characteristic,Old Value,New Value
ResearchOrganization,Deleted,Attributes/Relationships,identifierScheme,Deleted,Has Value List,N,
ResearchOrganization,Deleted,Attributes/Relationships,identifierScheme,Deleted,Definition,The name of the research organization that provides the identifier for the entity.,
ResearchOrganization,Deleted,Attributes/Relationships,manages,Deleted,Role,Relationship,
ResearchOrganization,Deleted,Attributes/Relationships,manages,Deleted,Model Representation,Relationship,
ResearchOrganization,Deleted,Attributes/Relationships,manages,Deleted,Has Value List,N/A,
ResearchOrganization,Deleted,Attributes/Relationships,label,Deleted,Inherited From,Organization,
ResearchOrganization,Deleted,Attributes/Relationships,label,Deleted,Preferred Term,Research Organization Label,
ResearchOrganization,Deleted,Attributes/Relationships,label,Deleted,NCI C-Code,CNEW,
ResearchOrganization,Deleted,Attributes/Relationships,label,Deleted,Role,Attribute,
ResearchOrganization,Deleted,Attributes/Relationships,label,Deleted,Model Representation,Attribute,
ResearchOrganization,Deleted,Attributes/Relationships,label,Deleted,Has Value List,N,
ResearchOrganization,Deleted,Attributes/Relationships,label,Deleted,Definition,The short descriptive designation for the research organization.,
ResearchOrganization,Deleted,Attributes/Relationships,identifier,Deleted,Inherited From,Organization,
ResearchOrganization,Deleted,Attributes/Relationships,identifier,Deleted,Preferred Term,Research Organization Identifier,
ResearchOrganization,Deleted,Attributes/Relationships,identifier,Deleted,NCI C-Code,CNEW,
ResearchOrganization,Deleted,Attributes/Relationships,identifier,Deleted,Role,Attribute,
ResearchOrganization,Deleted,Attributes/Relationships,identifier,Deleted,Model Representation,Attribute,
ResearchOrganization,Deleted,Attributes/Relationships,identifier,Deleted,Has Value List,N,
ResearchOrganization,Deleted,Attributes/Relationships,identifier,Deleted,Definition,"A sequence of characters used to identify, name, or characterize the research organization.",
ResearchOrganization,Deleted,Attributes/Relationships,organizationType,Deleted,Inherited From,Organization,
ResearchOrganization,Deleted,Attributes/Relationships,organizationType,Deleted,Codelist Ref,C188724,
ResearchOrganization,Deleted,Attributes/Relationships,organizationType,Deleted,Preferred Term,Organization Type,
ResearchOrganization,Deleted,Attributes/Relationships,organizationType,Deleted,NCI C-Code,C188820,
ResearchOrganization,Deleted,Attributes/Relationships,organizationType,Deleted,Role,Complex Datatype Relationship,
ResearchOrganization,Deleted,Attributes/Relationships,organizationType,Deleted,Model Representation,Attribute,
ResearchOrganization,Deleted,Attributes/Relationships,organizationType,Deleted,Has Value List,Y (C188724),
ResearchOrganization,Deleted,Attributes/Relationships,organizationType,Deleted,Definition,"A characterization or classification of the formalized group of persons or other organizations collected together for a common purpose (such as administrative, legal, political) and the infrastructure to carry out that purpose.",
ResearchOrganization,Deleted,Attributes/Relationships,organizationType,Deleted,Codelist URL,https://ncit.nci.nih.gov/ncitbrowser/ajax?action=create_src_vs_tree&vsd_uri=http://evs.nci.nih.gov/valueset/CDISC/C188724,
ResearchOrganization,Deleted,Attributes/Relationships,legalAddress,Deleted,Inherited From,Organization,
ResearchOrganization,Deleted,Attributes/Relationships,legalAddress,Deleted,Role,Relationship,
ResearchOrganization,Deleted,Attributes/Relationships,legalAddress,Deleted,Model Representation,Relationship,
ResearchOrganization,Deleted,Attributes/Relationships,legalAddress,Deleted,Has Value List,N/A,
ResearchOrganization,Deleted,Attributes/Relationships,name,Deleted,Inherited From,Organization,
ResearchOrganization,Deleted,Attributes/Relationships,name,Deleted,Preferred Term,Research Organization Name,
ResearchOrganization,Deleted,Attributes/Relationships,name,Deleted,NCI C-Code,CNEW,
ResearchOrganization,Deleted,Attributes/Relationships,name,Deleted,Role,Attribute,
ResearchOrganization,Deleted,Attributes/Relationships,name,Deleted,Model Representation,Attribute,
ResearchOrganization,Deleted,Attributes/Relationships,name,Deleted,Has Value List,N,
ResearchOrganization,Deleted,Attributes/Relationships,name,Deleted,Definition,"The literal identifier (i.e., distinctive designation) of the research organization.",
ResearchOrganization,Deleted,Definition,,,,"An organization that undertakes systematic investigation within a field of study in order to discover facts, establish or revise a theory, test a hypothesis, or develop a plan of action based on the facts discovered.",
StudyProtocolDocumentVersion,Deleted,Preferred Term,,,,Study Protocol Version,
StudyProtocolDocumentVersion,Deleted,NCI C-Code,,,,C93490,
StudyProtocolDocumentVersion,Deleted,Attributes/Relationships,dateValues,Deleted,Role,Relationship,
StudyProtocolDocumentVersion,Deleted,Attributes/Relationships,dateValues,Deleted,Model Representation,Relationship,
StudyProtocolDocumentVersion,Deleted,Attributes/Relationships,dateValues,Deleted,Has Value List,N/A,
StudyProtocolDocumentVersion,Deleted,Attributes/Relationships,protocolStatus,Deleted,Codelist Ref,C188723,
StudyProtocolDocumentVersion,Deleted,Attributes/Relationships,protocolStatus,Deleted,Preferred Term,Protocol Status,
StudyProtocolDocumentVersion,Deleted,Attributes/Relationships,protocolStatus,Deleted,NCI C-Code,C188818,
StudyProtocolDocumentVersion,Deleted,Attributes/Relationships,protocolStatus,Deleted,Role,Complex Datatype Relationship,
StudyProtocolDocumentVersion,Deleted,Attributes/Relationships,protocolStatus,Deleted,Model Representation,Attribute,
StudyProtocolDocumentVersion,Deleted,Attributes/Relationships,protocolStatus,Deleted,Has Value List,Y (C188723),
StudyProtocolDocumentVersion,Deleted,Attributes/Relationships,protocolStatus,Deleted,Definition,A condition of the protocol at a point in time with respect to its state of readiness for implementation.,
StudyProtocolDocumentVersion,Deleted,Attributes/Relationships,protocolStatus,Deleted,Codelist URL,https://ncit.nci.nih.gov/ncitbrowser/ajax?action=create_src_vs_tree&vsd_uri=http://evs.nci.nih.gov/valueset/CDISC/C188723,
StudyProtocolDocumentVersion,Deleted,Attributes/Relationships,protocolVersion,Deleted,Preferred Term,Study Protocol Version,
StudyProtocolDocumentVersion,Deleted,Attributes/Relationships,protocolVersion,Deleted,NCI C-Code,C93490,
StudyProtocolDocumentVersion,Deleted,Attributes/Relationships,protocolVersion,Deleted,Role,Attribute,
StudyProtocolDocumentVersion,Deleted,Attributes/Relationships,protocolVersion,Deleted,Model Representation,Attribute,
StudyProtocolDocumentVersion,Deleted,Attributes/Relationships,protocolVersion,Deleted,Has Value List,N,
StudyProtocolDocumentVersion,Deleted,Attributes/Relationships,protocolVersion,Deleted,Definition,"A plan at a particular point in time for a formal investigation to assess the utility, impact, pharmacological, physiological, and/or psychological effects of a particular treatment, procedure, drug, device, biologic, food product, cosmetic, care plan, or subject characteristic. (BRIDG)",
StudyProtocolDocumentVersion,Deleted,Attributes/Relationships,children,Deleted,Role,Relationship,
StudyProtocolDocumentVersion,Deleted,Attributes/Relationships,children,Deleted,Model Representation,Relationship,
StudyProtocolDocumentVersion,Deleted,Attributes/Relationships,children,Deleted,Has Value List,N/A,
StudyProtocolDocumentVersion,Deleted,Attributes/Relationships,contents,Deleted,Role,Relationship,
StudyProtocolDocumentVersion,Deleted,Attributes/Relationships,contents,Deleted,Model Representation,Relationship,
StudyProtocolDocumentVersion,Deleted,Attributes/Relationships,contents,Deleted,Has Value List,N/A,
StudyProtocolDocumentVersion,Deleted,Definition,,,,"A plan at a particular point in time for a formal investigation to assess the utility, impact, pharmacological, physiological, and/or psychological effects of a particular treatment, procedure, drug, device, biologic, food product, cosmetic, care plan, or subject characteristic. (BRIDG)",
StudyProtocolDocument,Deleted,Preferred Term,,,,Study Protocol Document,
StudyProtocolDocument,Deleted,NCI C-Code,,,,C93381,
StudyProtocolDocument,Deleted,Attributes/Relationships,versions,Deleted,Role,Relationship,
StudyProtocolDocument,Deleted,Attributes/Relationships,versions,Deleted,Model Representation,Relationship,
StudyProtocolDocument,Deleted,Attributes/Relationships,versions,Deleted,Has Value List,N/A,
StudyProtocolDocument,Deleted,Attributes/Relationships,name,Deleted,Preferred Term,Study Protocol Document Name,
StudyProtocolDocument,Deleted,Attributes/Relationships,name,Deleted,NCI C-Code,CNEW,
StudyProtocolDocument,Deleted,Attributes/Relationships,name,Deleted,Role,Attribute,
StudyProtocolDocument,Deleted,Attributes/Relationships,name,Deleted,Model Representation,Attribute,
StudyProtocolDocument,Deleted,Attributes/Relationships,name,Deleted,Has Value List,N,
StudyProtocolDocument,Deleted,Attributes/Relationships,name,Deleted,Definition,"The literal identifier (i.e., distinctive designation) of the study protocol document.",
StudyProtocolDocument,Deleted,Attributes/Relationships,label,Deleted,Preferred Term,Study Protocol Document Label,
StudyProtocolDocument,Deleted,Attributes/Relationships,label,Deleted,NCI C-Code,CNEW,
StudyProtocolDocument,Deleted,Attributes/Relationships,label,Deleted,Role,Attribute,
StudyProtocolDocument,Deleted,Attributes/Relationships,label,Deleted,Model Representation,Attribute,
StudyProtocolDocument,Deleted,Attributes/Relationships,label,Deleted,Has Value List,N,
StudyProtocolDocument,Deleted,Attributes/Relationships,label,Deleted,Definition,The short descriptive designation for the study protocol document.,
StudyProtocolDocument,Deleted,Attributes/Relationships,description,Deleted,Preferred Term,Study Protocol Document Description,
StudyProtocolDocument,Deleted,Attributes/Relationships,description,Deleted,NCI C-Code,CNEW,
StudyProtocolDocument,Deleted,Attributes/Relationships,description,Deleted,Role,Attribute,
StudyProtocolDocument,Deleted,Attributes/Relationships,description,Deleted,Model Representation,Attribute,
StudyProtocolDocument,Deleted,Attributes/Relationships,description,Deleted,Has Value List,N,
StudyProtocolDocument,Deleted,Attributes/Relationships,description,Deleted,Definition,A narrative representation of the study protocol document.,
StudyProtocolDocument,Deleted,Definition,,,,A representation of the study protocol (that persists over time) in document form.,
Quantity,Modified,Attributes/Relationships,unit,Modified,Codelist URL,https://ncit.nci.nih.gov/ncitbrowser/ajax?action=create_src_vs_tree&vsd_uri=http://evs.nci.nih.gov/valueset/CDISC/C71620,https://evsexplore.semantics.cancer.gov/evsexplore/subset/ncit/C71620
StudyArm,Modified,Attributes/Relationships,notes,Added,Preferred Term,,Study Arm Notes
StudyArm,Modified,Attributes/Relationships,notes,Added,NCI C-Code,,C215515
StudyArm,Modified,Attributes/Relationships,notes,Added,Role,,Complex Datatype Relationship
StudyArm,Modified,Attributes/Relationships,notes,Added,Model Representation,,Attribute
StudyArm,Modified,Attributes/Relationships,notes,Added,Has Value List,,N
StudyArm,Modified,Attributes/Relationships,notes,Added,Definition,,A brief written record relevant to the study arm.
StudyArm,Modified,Attributes/Relationships,type,Modified,NCI C-Code,C188827,C172457
StudyArm,Modified,Attributes/Relationships,type,Modified,Codelist URL,https://ncit.nci.nih.gov/ncitbrowser/ajax?action=create_src_vs_tree&vsd_uri=http://evs.nci.nih.gov/valueset/CDISC/C174222,https://evsexplore.semantics.cancer.gov/evsexplore/subset/ncit/C174222
StudyArm,Modified,Attributes/Relationships,label,Modified,NCI C-Code,CNEW,C172456
StudyArm,Modified,Attributes/Relationships,dataOriginType,Modified,Definition,A characterization or classification of the study arm with respect to where the study arm data originates. ,A characterization or classification of the study arm with respect to where the study arm data originates.
StudyArm,Modified,Attributes/Relationships,dataOriginType,Modified,Codelist URL,https://ncit.nci.nih.gov/ncitbrowser/ajax?action=create_src_vs_tree&vsd_uri=http://evs.nci.nih.gov/valueset/CDISC/C188727,https://evsexplore.semantics.cancer.gov/evsexplore/subset/ncit/C188727
StudyArm,Modified,Attributes/Relationships,populations,Modified,Definition,,A USDM relationship between the StudyArm and PopulationDefinition classes which identifies the set of populations associated with the study arm.
BiomedicalConceptCategory,Modified,Attributes/Relationships,notes,Added,Preferred Term,,Biomedical Concept Category Notes
BiomedicalConceptCategory,Modified,Attributes/Relationships,notes,Added,NCI C-Code,,C215533
BiomedicalConceptCategory,Modified,Attributes/Relationships,notes,Added,Role,,Complex Datatype Relationship
BiomedicalConceptCategory,Modified,Attributes/Relationships,notes,Added,Model Representation,,Attribute
BiomedicalConceptCategory,Modified,Attributes/Relationships,notes,Added,Has Value List,,N
BiomedicalConceptCategory,Modified,Attributes/Relationships,notes,Added,Definition,,A brief written record relevant to the biomedical concept category.
BiomedicalConceptCategory,Modified,Attributes/Relationships,members,Modified,Definition,,A USDM relationship between the BiomedicalConceptCategory and BiomedicalConcept classes which identifies the set of biomedical concept members associated with the biomedical concept category.
BiomedicalConceptCategory,Modified,Attributes/Relationships,children,Modified,Definition,,A USDM relationship within the BiomedicalConceptCategory class which identifies the set of child categories of a biomedical concept.
BiomedicalConceptCategory,Modified,Attributes/Relationships,label,Modified,NCI C-Code,CNEW,C207471
AnalysisPopulation,Modified,Preferred Term,,,,Target Study Population for Analysis,Analysis Population
AnalysisPopulation,Modified,NCI C-Code,,,,C188854,C188814
AnalysisPopulation,Modified,Attributes/Relationships,subsetOf,Added,Role,,Relationship
AnalysisPopulation,Modified,Attributes/Relationships,subsetOf,Added,Model Representation,,Relationship
AnalysisPopulation,Modified,Attributes/Relationships,subsetOf,Added,Has Value List,,N/A
AnalysisPopulation,Modified,Attributes/Relationships,subsetOf,Added,Definition,,A USDM relationship between the AnalysisPopulation and PopulationDefinition classes which identifies the population definition of which the analysis population is a subset.
AnalysisPopulation,Modified,Attributes/Relationships,notes,Added,Preferred Term,,Analysis Population Notes
AnalysisPopulation,Modified,Attributes/Relationships,notes,Added,NCI C-Code,,C215525
AnalysisPopulation,Modified,Attributes/Relationships,notes,Added,Role,,Complex Datatype Relationship
AnalysisPopulation,Modified,Attributes/Relationships,notes,Added,Model Representation,,Attribute
AnalysisPopulation,Modified,Attributes/Relationships,notes,Added,Has Value List,,N
AnalysisPopulation,Modified,Attributes/Relationships,notes,Added,Definition,,A brief written record relevant to the analysis population.
AnalysisPopulation,Modified,Attributes/Relationships,text,Modified,NCI C-Code,CNEW,C207468
AnalysisPopulation,Modified,Attributes/Relationships,name,Modified,NCI C-Code,CNEW,C207467
AnalysisPopulation,Modified,Attributes/Relationships,label,Modified,NCI C-Code,CNEW,C207466
AnalysisPopulation,Modified,Attributes/Relationships,description,Modified,Preferred Term,Target Study Population for Analysis Description,Analysis Population Description
AnalysisPopulation,Modified,Attributes/Relationships,description,Modified,Definition,A narrative representation of the study population for analysis.,A narrative representation of the analysis population.
GeographicScope,Modified,NCI C-Code,,,,CNEW,C207591
GeographicScope,Modified,Attributes/Relationships,type,Modified,Codelist Ref,CNEW - Geographic Scope Type Response,C207412
GeographicScope,Modified,Attributes/Relationships,type,Modified,NCI C-Code,CNEW,C207495
GeographicScope,Modified,Attributes/Relationships,type,Modified,Has Value List,Y (CNEW - Geographic Scope Type Response),Y (C207412)
GeographicScope,Modified,Attributes/Relationships,type,Modified,Codelist URL,,https://evsexplore.semantics.cancer.gov/evsexplore/subset/ncit/C207412
GeographicScope,Modified,Attributes/Relationships,code,Modified,NCI C-Code,CNEW,C207494
GeographicScope,Modified,Sub Classes,,,,SubjectEnrollment,
StudySite,Modified,Attributes/Relationships,country,Added,Codelist Ref,,Point out to ISO 3166-1 Alpha-3 Country code
StudySite,Modified,Attributes/Relationships,country,Added,Preferred Term,,Country of Study Site
StudySite,Modified,Attributes/Relationships,country,Added,NCI C-Code,,C170990
StudySite,Modified,Attributes/Relationships,country,Added,Role,,Complex Datatype Relationship
StudySite,Modified,Attributes/Relationships,country,Added,Model Representation,,Attribute
StudySite,Modified,Attributes/Relationships,country,Added,Has Value List,,Y (Point out to ISO 3166-1 Alpha-3 Country code)
StudySite,Modified,Attributes/Relationships,country,Added,Definition,,The country in which the study site is located.
StudySite,Modified,Attributes/Relationships,currentEnrollment,Deleted,Role,Relationship,
StudySite,Modified,Attributes/Relationships,currentEnrollment,Deleted,Model Representation,Relationship,
StudySite,Modified,Attributes/Relationships,currentEnrollment,Deleted,Has Value List,N/A,
StudySite,Modified,Attributes/Relationships,name,Modified,NCI C-Code,CNEW,C207566
StudySite,Modified,Attributes/Relationships,label,Modified,NCI C-Code,CNEW,C207565
StudySite,Modified,Attributes/Relationships,description,Modified,NCI C-Code,CNEW,C207564
Characteristic,Modified,Attributes/Relationships,notes,Added,Inherited From,,SyntaxTemplate
Characteristic,Modified,Attributes/Relationships,notes,Added,Preferred Term,,Characteristic Notes
Characteristic,Modified,Attributes/Relationships,notes,Added,NCI C-Code,,C215548
Characteristic,Modified,Attributes/Relationships,notes,Added,Role,,Complex Datatype Relationship
Characteristic,Modified,Attributes/Relationships,notes,Added,Model Representation,,Attribute
Characteristic,Modified,Attributes/Relationships,notes,Added,Has Value List,,N
Characteristic,Modified,Attributes/Relationships,notes,Added,Definition,,A brief written record relevant to the characteristic.
Characteristic,Modified,Attributes/Relationships,name,Modified,NCI C-Code,CNEW,C207477
Characteristic,Modified,Attributes/Relationships,label,Modified,NCI C-Code,CNEW,C207476
Characteristic,Modified,Attributes/Relationships,description,Modified,NCI C-Code,CNEW,C207475
Characteristic,Modified,Attributes/Relationships,dictionary,Modified,Definition,,A USDM relationship between the Characteristic and SyntaxTemplateDictionary classes which provides the set of dictionary entries related to characteristics.
Characteristic,Modified,Attributes/Relationships,text,Modified,NCI C-Code,CNEW,C207478
StudyDesign,Modified,Attributes/Relationships,documentVersions,Added,Role,,Relationship
StudyDesign,Modified,Attributes/Relationships,documentVersions,Added,Model Representation,,Relationship
StudyDesign,Modified,Attributes/Relationships,documentVersions,Added,Has Value List,,N/A
StudyDesign,Modified,Attributes/Relationships,documentVersions,Added,Definition,,A USDM relationship between the StudyDesign and StudyDefinitionDocumentVersion classes which identifies the version of the study definition documents associated with the study design.
StudyDesign,Modified,Attributes/Relationships,studyType,Added,Codelist Ref,,SDTM Terminology Codelist C99077
StudyDesign,Modified,Attributes/Relationships,studyType,Added,Preferred Term,,Study Type
StudyDesign,Modified,Attributes/Relationships,studyType,Added,NCI C-Code,,C142175
StudyDesign,Modified,Attributes/Relationships,studyType,Added,Role,,Complex Datatype Relationship
StudyDesign,Modified,Attributes/Relationships,studyType,Added,Model Representation,,Attribute
StudyDesign,Modified,Attributes/Relationships,studyType,Added,Has Value List,,Y (SDTM Terminology Codelist C99077)
StudyDesign,Modified,Attributes/Relationships,studyType,Added,Definition,,The nature of the investigation for which study information is being collected. (After clinicaltrials.gov)
StudyDesign,Modified,Attributes/Relationships,studyType,Added,Codelist URL,,https://evsexplore.semantics.cancer.gov/evsexplore/subset/ncit/C99077
StudyDesign,Modified,Attributes/Relationships,notes,Added,Preferred Term,,Study Design Notes
StudyDesign,Modified,Attributes/Relationships,notes,Added,NCI C-Code,,C215508
StudyDesign,Modified,Attributes/Relationships,notes,Added,Role,,Complex Datatype Relationship
StudyDesign,Modified,Attributes/Relationships,notes,Added,Model Representation,,Attribute
StudyDesign,Modified,Attributes/Relationships,notes,Added,Has Value List,,N
StudyDesign,Modified,Attributes/Relationships,notes,Added,Definition,,A brief written record relevant to the study design.
StudyDesign,Modified,Attributes/Relationships,eligibilityCriteria,Added,Role,,Relationship
StudyDesign,Modified,Attributes/Relationships,eligibilityCriteria,Added,Model Representation,,Relationship
StudyDesign,Modified,Attributes/Relationships,eligibilityCriteria,Added,Has Value List,,N/A
StudyDesign,Modified,Attributes/Relationships,eligibilityCriteria,Added,Definition,,A USDM relationship between the StudyDesign and EligibilityCriterion classes which identifies the set of eligibility criterion associated with the study design.
StudyDesign,Modified,Attributes/Relationships,biospecimenRetentions,Added,Role,,Relationship
StudyDesign,Modified,Attributes/Relationships,biospecimenRetentions,Added,Model Representation,,Relationship
StudyDesign,Modified,Attributes/Relationships,biospecimenRetentions,Added,Has Value List,,N/A
StudyDesign,Modified,Attributes/Relationships,biospecimenRetentions,Added,Definition,,A USDM relationship between the StudyDesign and BiospecimenRetention classes which identifies the status of biospecimen retentions related to the study design.
StudyDesign,Modified,Attributes/Relationships,studyPhase,Added,Codelist Ref,,SDTM Terminology Codelist C66737
StudyDesign,Modified,Attributes/Relationships,studyPhase,Added,Preferred Term,,Trial Phase
StudyDesign,Modified,Attributes/Relationships,studyPhase,Added,NCI C-Code,,C48281
StudyDesign,Modified,Attributes/Relationships,studyPhase,Added,Role,,Complex Datatype Relationship
StudyDesign,Modified,Attributes/Relationships,studyPhase,Added,Model Representation,,Attribute
StudyDesign,Modified,Attributes/Relationships,studyPhase,Added,Has Value List,,Y (SDTM Terminology Codelist C66737)
StudyDesign,Modified,Attributes/Relationships,studyPhase,Added,Definition,,"A step in the clinical research and development of a therapy from initial clinical trials to post-approval studies. NOTE: Clinical trials are generally categorized into four (sometimes five) phases. A therapeutic intervention may be evaluated in two or more phases simultaneously in different trials, and some trials may overlap two different phases. [21 CFR section 312.21; After ICH Topic E8 NOTE FOR GUIDANCE ON GENERAL CONSIDERATIONS FOR CLINICAL TRIALS, CPMP/ICH/291/95 March 1998]"
StudyDesign,Modified,Attributes/Relationships,studyPhase,Added,Codelist URL,,https://evsexplore.semantics.cancer.gov/evsexplore/subset/ncit/C66737
StudyDesign,Modified,Attributes/Relationships,documentVersion,Deleted,Role,Relationship,
StudyDesign,Modified,Attributes/Relationships,documentVersion,Deleted,Model Representation,Relationship,
StudyDesign,Modified,Attributes/Relationships,documentVersion,Deleted,Has Value List,N/A,
StudyDesign,Modified,Attributes/Relationships,blindingSchema,Deleted,Codelist Ref,SDTM Terminology Codelist C66735,
StudyDesign,Modified,Attributes/Relationships,blindingSchema,Deleted,Preferred Term,Trial Blinding Schema,
StudyDesign,Modified,Attributes/Relationships,blindingSchema,Deleted,NCI C-Code,C49658,
StudyDesign,Modified,Attributes/Relationships,blindingSchema,Deleted,Role,Complex Datatype Relationship,
StudyDesign,Modified,Attributes/Relationships,blindingSchema,Deleted,Model Representation,Attribute,
StudyDesign,Modified,Attributes/Relationships,blindingSchema,Deleted,Has Value List,Y (SDTM Terminology Codelist C66735),
StudyDesign,Modified,Attributes/Relationships,blindingSchema,Deleted,Definition,"The type of experimental design used to describe the level of awareness of the study subjects and/ or study personnel as it relates to the respective intervention(s) or assessments being observed, received or administered.",
StudyDesign,Modified,Attributes/Relationships,blindingSchema,Deleted,Codelist URL,https://ncit.nci.nih.gov/ncitbrowser/ajax?action=create_src_vs_tree&vsd_uri=http://evs.nci.nih.gov/valueset/CDISC/C66735,
StudyDesign,Modified,Attributes/Relationships,maskingRoles,Deleted,Role,Relationship,
StudyDesign,Modified,Attributes/Relationships,maskingRoles,Deleted,Model Representation,Relationship,
StudyDesign,Modified,Attributes/Relationships,maskingRoles,Deleted,Has Value List,N/A,
StudyDesign,Modified,Attributes/Relationships,trialTypes,Deleted,Codelist Ref,SDTM Terminology Codelist C66739,
StudyDesign,Modified,Attributes/Relationships,trialTypes,Deleted,Preferred Term,Trial Type,
StudyDesign,Modified,Attributes/Relationships,trialTypes,Deleted,NCI C-Code,C49660,
StudyDesign,Modified,Attributes/Relationships,trialTypes,Deleted,Role,Complex Datatype Relationship,
StudyDesign,Modified,Attributes/Relationships,trialTypes,Deleted,Model Representation,Attribute,
StudyDesign,Modified,Attributes/Relationships,trialTypes,Deleted,Has Value List,Y (SDTM Terminology Codelist C66739),
StudyDesign,Modified,Attributes/Relationships,trialTypes,Deleted,Definition,The nature of the interventional study for which information is being collected.,
StudyDesign,Modified,Attributes/Relationships,trialTypes,Deleted,Codelist URL,https://ncit.nci.nih.gov/ncitbrowser/ajax?action=create_src_vs_tree&vsd_uri=http://evs.nci.nih.gov/valueset/CDISC/C66739,
StudyDesign,Modified,Attributes/Relationships,organizations,Deleted,Role,Relationship,
StudyDesign,Modified,Attributes/Relationships,organizations,Deleted,Model Representation,Relationship,
StudyDesign,Modified,Attributes/Relationships,organizations,Deleted,Has Value List,N/A,
StudyDesign,Modified,Attributes/Relationships,trialIntentTypes,Deleted,Codelist Ref,SDTM Terminology Codelist C66736,
StudyDesign,Modified,Attributes/Relationships,trialIntentTypes,Deleted,Preferred Term,Trial Intent Type,
StudyDesign,Modified,Attributes/Relationships,trialIntentTypes,Deleted,NCI C-Code,C49652,
StudyDesign,Modified,Attributes/Relationships,trialIntentTypes,Deleted,Role,Complex Datatype Relationship,
StudyDesign,Modified,Attributes/Relationships,trialIntentTypes,Deleted,Model Representation,Attribute,
StudyDesign,Modified,Attributes/Relationships,trialIntentTypes,Deleted,Has Value List,Y (SDTM Terminology Codelist C66736),
StudyDesign,Modified,Attributes/Relationships,trialIntentTypes,Deleted,Definition,"The planned purpose of the therapy, device, or agent under study in the clinical trial.",
StudyDesign,Modified,Attributes/Relationships,trialIntentTypes,Deleted,Codelist URL,https://ncit.nci.nih.gov/ncitbrowser/ajax?action=create_src_vs_tree&vsd_uri=http://evs.nci.nih.gov/valueset/CDISC/C124307,
StudyDesign,Modified,Attributes/Relationships,interventionModel,Deleted,Codelist Ref,SDTM Terminology Codelist C99076,
StudyDesign,Modified,Attributes/Relationships,interventionModel,Deleted,Preferred Term,Intervention Model Type,
StudyDesign,Modified,Attributes/Relationships,interventionModel,Deleted,NCI C-Code,C98746,
StudyDesign,Modified,Attributes/Relationships,interventionModel,Deleted,Role,Complex Datatype Relationship,
StudyDesign,Modified,Attributes/Relationships,interventionModel,Deleted,Model Representation,Attribute,
StudyDesign,Modified,Attributes/Relationships,interventionModel,Deleted,Has Value List,Y (SDTM Terminology Codelist C99076),
StudyDesign,Modified,Attributes/Relationships,interventionModel,Deleted,Definition,The general design of the strategy for assigning interventions to subjects in a clinical study. (clinicaltrials.gov),
StudyDesign,Modified,Attributes/Relationships,interventionModel,Deleted,Codelist URL,https://ncit.nci.nih.gov/ncitbrowser/ajax?action=create_src_vs_tree&vsd_uri=http://evs.nci.nih.gov/valueset/CDISC/C99076,
StudyDesign,Modified,Attributes/Relationships,arms,Modified,Definition,,A USDM relationship between the StudyDesign and StudyArm classes which identifies the set of study arms associated with the study design.
StudyDesign,Modified,Attributes/Relationships,activities,Modified,Definition,,A USDM relationship between the StudyDesign and Activity classes which identifies the set of activities associated with the study design.
StudyDesign,Modified,Attributes/Relationships,studyInterventions,Modified,Definition,,A USDM relationship between the StudyDesign and StudyIntervention classes which identifies the set of study interventions associated with study design.
StudyDesign,Modified,Attributes/Relationships,label,Modified,NCI C-Code,CNEW,C207548
StudyDesign,Modified,Attributes/Relationships,objectives,Modified,Definition,,A USDM relationship between the StudyDesign and Objective classes which identifies the set of objectives associated with the study design.
StudyDesign,Modified,Attributes/Relationships,population,Modified,Definition,,A USDM relationship between the StudyDesign and StudyDesignPopulation classes which identifies the population associated with the study design.
StudyDesign,Modified,Attributes/Relationships,characteristics,Modified,Codelist Ref,CNEW - Study Design Characteristics Response,C207416
StudyDesign,Modified,Attributes/Relationships,characteristics,Modified,NCI C-Code,CNEW,C207547
StudyDesign,Modified,Attributes/Relationships,characteristics,Modified,Has Value List,Y (CNEW - Study Design Characteristics Response),Y (C207416)
StudyDesign,Modified,Attributes/Relationships,characteristics,Modified,Codelist URL,,https://evsexplore.semantics.cancer.gov/evsexplore/subset/ncit/C207416
StudyDesign,Modified,Attributes/Relationships,indications,Modified,Definition,,A USDM relationship between the StudyDesign and Indication classes which identifies the set of indications associated with the study design.
StudyDesign,Modified,Attributes/Relationships,estimands,Modified,Definition,,A USDM relationship between the StudyDesign and Estimand classes which identifies the set of estimands associated with the study design.
StudyDesign,Modified,Attributes/Relationships,epochs,Modified,Definition,,A USDM relationship between the StudyDesign and StudyEpoch classes which identifies the set of study epochs associated with the study design.
StudyDesign,Modified,Attributes/Relationships,encounters,Modified,Definition,,A USDM relationship between the StudyDesign and Encounter classes which identifies the set of encounters associated with the study design.
StudyDesign,Modified,Attributes/Relationships,scheduleTimelines,Modified,Definition,,A USDM relationship between the StudyDesign and ScheduleTimeline classes which identifies the set of scheduled timelines associated with the study design.
StudyDesign,Modified,Attributes/Relationships,studyCells,Modified,Definition,,A USDM relationship between the StudyDesign and StudyCell classes which identifies the set of study cells associated with the study design. 
StudyDesign,Modified,Attributes/Relationships,elements,Modified,Definition,,A USDM relationship between the StudyDesign and StudyElement classes which identifies the set of study elements associated with the study design.
StudyDesign,Modified,Sub Classes,,,,,"InterventionalStudyDesign, ObservationalStudyDesign"
